text,user_location,tweet_date,time,city,Sentimento_Score,Sentimento_Label,Tristeza,Alegria,Medo,Desgosto,Raiva
PAINEL CONASS | COVID-19,"Brasília, Brasil",2021-04-01,09:07:33,Brasília,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.25
Corona Vírus Bolsonaro. Bolsonaro Corona Vírus. Matéria LIXO como sempre a de vcs!,"Rio de Janeiro, Brasil",2021-04-01,09:12:26,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Segundo dados do Ministério da Saúde, foram 66.573 mortes por Covid-19 no terceiro mês deste ano","Boquim, Brasil",2021-04-01,09:15:17,Boquim,-1.0,NEGATIVE,1.0,0.0,0.7875,0.525,0.2625
Vídeo: acamado aguarda vacinação contra Covid-19 há um mês em Campos -,"Campos dos Goytacazes, Brasil",2021-04-01,09:20:08,Campos dos Goytacazes,-1.0,MIXED,1.0,0.15,1.0,1.0,0.25
"São Paulo continua batendo recorde de óbitos por covid19, sem informarem o CPF. Governo Federal distribuiu 35 milhões de vacinas. foram usadas apenas 17 milhões. Esconderam 18 milhões. Quantas vacinas estão em São Paulo que não foram utilizadas? Isso é crime hediondo. #DoriaDay","Rio de Janeiro, Brasil",2021-04-01,09:29:32,Rio de Janeiro,-0.65625,NEGATIVE,0.6125,0.0,0.525,0.4375,0.525
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19 · Notícias da TV","Boquim, Brasil",2021-04-01,09:15:07,Boquim,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
"Valdir Colzani, professor universitário e advogado morre vítima de Covid-19 em Brusque | NSC Total","Boquim, Brasil",2021-04-01,09:19:36,Boquim,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
Tragédia: Estudante de 25 anos morre de Covid-19 menos de 48 horas após perder o pai para a doença // ACESSE,"Vitória da Conquista, Brasil",2021-04-01,09:25:03,Vitória da Conquista,0.625,MIXED,0.375,1.0,0.45,0.3,0.15
Pai de Yudi Tamashiro morre após complicações da Covid-19 - ISTOÉ Independente,"Boquim, Brasil",2021-04-01,09:13:19,Boquim,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Day 374 - 😷🦠 #Quarentena #COVID19 #CoronaVirus #EuFicoEmCasa #HomeOffice #TodosPorTodos #FicaEmCasa  #UseMascara  #Brasil ( Guarulhos in São Paulo),"São Paulo, Brasil",2021-04-01,09:21:37,São Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Grupo de médicos espalha outdoors por Curitiba em defesa do tratamento precoce da Covid-19,"Fortaleza, Brasil",2021-04-01,09:14:38,Fortaleza,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"Descanse em paz chefe chicoo, será uma linda estrela 😔💔","Praia Grande, Brasil",2021-04-01,09:17:06,Praia Grande,-0.2625,NEGATIVE,0.7875,0.285,0.0,0.0,0.2625
"Os pássaros insistem em saudar o dia. E o gigante Brasil chora os quase 4000 mortos por COVID-19 em um dia. Meus sentimentos a todos aqueles que perderam um ente querido para essa terrível doença. Por mais vacinas, pelo isolamento social, pelo uso de máscaras.","Goiânia, Brasil",2021-04-01,09:21:15,Goiânia,-0.56,MIXED,0.735,0.175,0.79625,0.735,0.245
Suposto filho pede suspensão de inventário de ACM Procedimentos para comprovação do parentesco foi adiando por causa da pandemia da Covid-19,"Salvador, Brasil",2021-04-01,09:27:55,Salvador,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
((Polícia Federal prende falsa enfermeira suspeita de aplicar vacinas contra a Covid-19 em empresários de BH)),"São Paulo, Brasil",2021-04-01,09:30:44,São Paulo,-0.2625,NEGATIVE,0.0,0.0,0.2625,0.2625,0.2625
Sergipe registrou 23 mortes pela Covid-19 e mais 907 casos do novo coronavírus nas últimas 24h | Sergipe | G1,"Boquim, Brasil",2021-04-01,09:27:59,Boquim,-0.7875,NEGATIVE,1.0,0.285,0.7875,0.525,0.2625
"Cláudio Petraglia morre no Rio, vítima da Covid-19 | Rio de Janeiro | G1 Cláudio ajudou a fundar a TV Cultura de São Paulo e a TV Bandeirantes do Rio","Boquim, Brasil",2021-04-01,09:16:44,Boquim,-0.5,MIXED,1.0,0.45,1.0,0.5,0.5
Ex-deputado estadual mineiro Ivair Nogueira morre de COVID-19 - Politica - Estado de Minas,"Boquim, Brasil",2021-04-01,09:16:35,Boquim,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Se vc votou ""17"" e não está arrependido do seu voto, vc é genocida igual o Bozo, Obg de nada","Ribeirão Pires, Brasil",2021-04-01,09:23:02,Ribeirão Pires,0.0,MIXED,0.4,0.4,0.0,0.0,0.0
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","Brasília, Brasil",2021-04-01,09:30:39,Brasília,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Me da uma inveja e certo desespero vendo a vacinação de amigos e conhecidos que moram fora do Brasil! #querovacina #sus #COVID19 #ForaBolsonaro,"Rio de Janeiro, Brasil",2021-04-01,09:38:24,Rio de Janeiro,-0.9375,NEGATIVE,0.9375,0.0,0.625,0.625,0.3125
O Rio Grande do Norte amanheceu hoje com 300.470 pessoas vacinadas contra Covid-19 #Sus #VacinaParaTodos #vacinas,"Natal, RN, Brasil",2021-04-01,09:44:17,Natal,0.39375,POSITIVE,0.0,0.39375,0.0,0.0,0.0
Ué. Mas já não bastava os outros?,"Casimiro de Abreu, Brasil",2021-04-01,09:42:09,Casimiro de Abreu,-0.2625,NEGATIVE,0.2625,0.0,0.0,0.0,0.0
UM BRASILEIRO MORREU A CADA 22 SEGUNDOS NO DIA DE ONTEM!,"São Paulo, Brasil",2021-04-01,09:43:00,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,0.625,0.625
S7 Airlines Lança Promoção De Troca De Vistos Expirados Por Milhas,"Rio de Janeiro, Brasil",2021-04-01,09:44:20,Rio de Janeiro,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Rússia registra primeira vacina do mundo para animais contra covid-19,"Caicó, Seridó, RN, Brasil",2021-04-01,09:38:50,Caicó Seridó,-0.7875,NEGATIVE,1.0,0.285,1.0,1.0,0.2625
Bolsonaro é o pior governo no mundo a lidar com a pandemia do #COVID19.,"Mirassol, Brasil",2021-04-01,09:46:09,Mirassol,-0.7875,NEGATIVE,0.2625,0.0,0.2625,0.7875,0.7875
"Quem tem q tomar decisão pra isto não acontecer não toma. Se o povo fizer o q está pensando em fazer, aparecerá um monte d FDP municipal, estadual e FEDERAL pra baixar o porrete em nós. Corja d FDP. Quem tem poder NÃO FAZ. São bons pra nos acuasar de não sair nas ruas. ADIANTOU??","Estado de São Paulo, Brasil",2021-04-01,09:36:38,Estado de São Paulo,-0.63,MIXED,0.0,0.21,0.0,0.0,0.84
"Vacina resolve tanto que os países como Israel é outros que estão com mais de 70% da população vacinada não tiveram mais mortes por covid19. O que está faltando é uma política eficiente de combate ao vírus. Não é somente mandar o povo trabalhar, é criar condições para isso.","Pernambuco, Brasil",2021-04-01,09:39:52,Pernambuco,0.56875,POSITIVE,0.3,0.5458333333333333,0.15,0.15,0.15
Vamos acelerar. Só há este caminho. Avante,"São Paulo, Brasil",2021-04-01,09:48:24,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
MEU DEUS 😭😭😭😭,"Rio de Janeiro, Brasil",2021-04-01,09:46:45,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.7875
Filhos de uma puta Prendem os trabalhadores em casa mas quando a festinha é sua tá de boas,"Pará, Brasil",2021-04-01,09:43:55,Pará,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Até tu Brutus?,"São Luís, Brasil",2021-04-01,09:33:23,São Luís,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Austrian Airlines Lança Serviço Três Vezes Na Semana Para Zaporizhzhi, Ucrânia","Rio de Janeiro, Brasil",2021-04-01,09:33:28,Rio de Janeiro,-0.25,NEGATIVE,0.0,0.0,0.25,0.0,0.0
Que Deus dê o consolo a família enlutada.,"Rio Grande do Norte, Brasil",2021-04-01,09:46:29,Rio Grande do Norte,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"Gasolina em Fernando de Noronha está custando 8,27 😳😳 e na sua cidade tá quanto ?? #COVID19 #gasolina #combustivel","Resende, Brasil",2021-04-01,09:34:27,Resende,-0.2625,NEGATIVE,0.2625,0.0,0.2625,0.0,0.0
Arapiraca confirma cinco mortes por Covid-19 em 24 horas,"Alagoas, Brasil",2021-04-01,09:59:12,Alagoas,-1.0,NEGATIVE,1.0,0.0,0.7875,0.525,0.2625
"Aquela matéria dizendo que o Brasil seria celeiro de variantes era real oficial, caralho...","Porto Alegre, Brasil",2021-04-01,09:49:18,Porto Alegre,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Enquanto milhares de pessoas morrem de #COVID19 o governo pensa em que dar o golpe? Não #DitaduraNuncaMais,"Mirassol, Brasil",2021-04-01,09:51:25,Mirassol,-0.91875,NEGATIVE,0.853125,0.0,0.91875,0.525,0.525
Meu Deus que triste🥺🥺🥺,"São Paulo, Brasil",2021-04-01,09:54:37,São Paulo,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.0,0.0
Variante do coronavírus semelhante à da África do Sul foi detectada em Sorocaba (),"São Paulo, Brazil",2021-04-01,10:00:01,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
A vacina é a salvação!! Feliz 1o de abril! #AgripinoDay,"Brejinho, Brasil",2021-04-01,09:52:50,Brejinho,0.80625,POSITIVE,0.0,0.80625,0.0,0.0,0.0
"Sim, tinha de ser desumano mesmo, os terroristas e assaltantes de bancos matavam as pessoas, todos eram bandidos perigossimos que faziam muito mal as pessoas, e hoje estamos quase igual a 1964, os infames socialistas criaram até o miserável coronavirus que matou muitas pessoas né","Manaus, Brasil",2021-04-01,09:50:36,Manaus,-1.0,NEGATIVE,0.9625,0.0,1.0,0.83125,0.525
Washington Post diz que Cuba pode se tornar uma potência de vacinas contra o coronavírus,"Olinda, Brasil",2021-04-01,09:52:44,Olinda,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Covid-19 7x1 brazzzziuuu. Passou da hora de trocar o treinador.,"Porto Alegre, Brasil",2021-04-01,09:58:03,Porto Alegre,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.25
Eu não tô acreditando 😔,"Taubaté, Brasil",2021-04-01,09:57:34,Taubaté,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.0,0.2625
"'É mais importante sua vida que o comércio', diz prefeito que viralizou após pai e irmão morrerem de covid-19","Goiânia, Brasil",2021-04-01,09:50:37,Goiânia,-0.8083333333333333,MIXED,1.0,0.29,1.0,0.5166666666666667,0.5166666666666667
Pai de Yudi Tamshiro morre após complicações de Covid-19,"Socorro do Piauí, Brasil",2021-04-01,09:51:38,Socorro do Piauí,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Isso aqui literalmente significa brincar com a vida das pessoas. É preciso dar um basta imediato.,"Salvador, Brasil",2021-04-01,09:49:39,Salvador,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"1. Primeiro de abril, dia da mentira! Infelizmente, vivemos em um país governado pela mentira. Já ouvimos que a Covid-19 era uma gripezinha, que a cloroquina seria um milagre, que o volume de incêndios na Amazônia é normal e que o auxílio emergencial era suficiente.","Vila Velha, Brasil",2021-04-01,10:06:56,Vila Velha,0.22633333333333333,MIXED,0.4261666666666667,0.371,0.5493333333333333,0.3575,0.23733333333333334
"Do jeito que os corruptos gostam ! Comunismo mata , corrupção mata e o Senado é responsável por essa tragédia no Brasil ! #covid19 #corruption #DemitaUmSenador2022","Salvador, Brasil",2021-04-01,10:14:50,Salvador,0.023333333333333334,MIXED,0.8633333333333333,0.44333333333333336,0.6166666666666667,0.6166666666666667,0.6166666666666667
Mais uma variante? Brasil produzindo novas mutações? Não é novidade....,"Santa Catarina, Brasil",2021-04-01,10:07:07,Santa Catarina,0.42,MIXED,0.21,0.63,0.0,0.0,0.0
"Não! É 1º de abril, mas isso NÃO É MENTIRA! 🖤 RT - O coronavírus não escolhe suas vítimas, e os números mostram isso de forma cada vez mais clara. Mais de 331 mil jovens entre 20 e 39 anos contraíram Covid-19 na Bahia desde o início da pandemia.","Bahia, Brasil",2021-04-01,10:05:49,Bahia,-0.473125,MIXED,0.7,0.36020833333333335,0.8333333333333334,0.7,0.175
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","São Luís, Brasil",2021-04-01,10:01:25,São Luís,-1.0,MIXED,1.0,0.15,1.0,1.0,0.25
"Os dois chefe Chico partiram de covid, q mundo é esse?","São Paulo, Brasil",2021-04-01,10:12:19,São Paulo,-0.7875,NEGATIVE,0.65625,0.0,0.7875,0.525,0.13125
Estamos beirando os 4k de mortes por #COVID19 😭 #ImpeachmentDeBolsonaroUrgente,"Salvador, Brasil",2021-04-01,10:05:09,Salvador,-1.0,NEGATIVE,1.0,0.0,0.7875,0.525,0.525
"Sem doses no estoque, Campo Grande suspende vacinação contra Covid-19","Campo Grande, Brasil",2021-04-01,10:01:54,Campo Grande,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"Enquanto não tiver lockdown de verdade, a seleção natural favorecerá o coronavirus. Esta é a primeira de muitas variantes que virão. , enquanto vacina todos os paulistas, tranca o povo em casa. Sem medo.","Santo André, Brasil",2021-04-01,10:07:27,Santo André,-0.08166666666666667,MIXED,0.39375,0.35583333333333333,0.525,0.4375,0.175
Tudo isso pra gerar pânico e medo na população. A mídia sempre enganando! Mas nós temos a internet pra mostrar o que a e a não mostra . Fato ocorrido em Espírito Santo. #STFCumpliceDeBandidos #BolsonaroTemRazao #BalancoGeral #COVID19 #ES,"Belo Horizonte, Brasil",2021-04-01,10:12:28,Belo Horizonte,-0.19541666666666666,MIXED,0.5133333333333333,0.525,0.5745833333333333,0.3908333333333333,0.47541666666666665
prefeito perde pai e irmão por covid-19,"Vitória, ES, Brazil",2021-04-01,10:11:29,Vitória,-0.525,NEGATIVE,0.525,0.0,0.0,0.0,0.0
BRF ANUNCIA NOVO PLANO DE DOAÇÕES DE R$ 50 MILHÕES NO COMBATE À COVID-19,"Capinzal, Brasil",2021-04-01,10:03:07,Capinzal,0.35,POSITIVE,0.0,0.35,0.0,0.0,0.0
📰 #F5 - Jornal dos Canyons 😷 🇧🇷 #Covid19 👉🏻 Total de Infectados: 12.748.747 👉🏻 Novos Diagnósticos 24 hs: 90.638,"Praia Grande, Brasil",2021-04-01,10:08:56,Praia Grande,0.2625,POSITIVE,0.1425,0.525,0.1425,0.0,0.0
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","Maranhão, Brasil",2021-04-01,10:01:25,Maranhão,-1.0,MIXED,1.0,0.15,1.0,1.0,0.25
3 x mais que a média de sepultamentos. E a gente assistindo a câmara aprovar frente parlamentar sobre tratamento precoce enquanto o prefeito tira placas de poste sem usar a mascara.,"Porto Alegre, Brasil",2021-04-01,10:12:37,Porto Alegre,0.02,MIXED,0.4,0.42,0.2,0.2,0.0
Orações para o amigo Danilo. 🙌🏽,"Juazeiro, Brasil",2021-04-01,10:08:06,Juazeiro,0.91875,POSITIVE,0.0,0.91875,0.0,0.0,0.0
#COVID19 irá matar mais de 4.000 hoje no Brasil ?? responde aí também ☠☠☠☠ 🐊🐊🐊🐊,"Resende, Brasil",2021-04-01,10:09:08,Resende,-0.8875,NEGATIVE,0.8875,0.0,0.65625,0.525,0.39375
"Prefeitura de Itajaí distribui 2,5 milhões de comprimidos de remédio sem eficácia comprovada contra a Covid-19","Santa Catarina, Brasil",2021-04-01,10:08:03,Santa Catarina,0.525,POSITIVE,0.1425,0.7875,0.0,0.0,0.0
Pelas replies eu afirmo: o Brasil precisa acabar,"Belo Horizonte, Brasil",2021-04-01,10:04:56,Belo Horizonte,-0.2625,NEGATIVE,0.2625,0.0,0.2625,0.0,0.2625
Tá podre ainda e têm que ferver porque está com coliformes fecais e o lençol freático comprometido pelo COVID19.,"Rio de Janeiro, Brasil",2021-04-01,10:07:41,Rio de Janeiro,-0.2625,NEGATIVE,0.0,0.0,0.0,0.2625,0.0
"Uma boa ""pena alternativa"" aos q, deliberadamente, desrespeitam o isolamento seria trabalhar como ""voluntários"" em hospitais q tratam a #COVID19","Fortaleza, Ce, Brasil",2021-04-01,10:16:58,Fortaleza Ce,0.0,MIXED,0.4,0.4,0.2,0.0,0.4
"Em março, o país chegou a mais de 66 mil mortes por Covid-19","São Paulo, Brasil",2021-04-01,10:15:32,São Paulo,-1.0,NEGATIVE,1.0,0.0,0.7875,0.525,0.2625
Muito boa leitura.,"São Paulo, Brasil",2021-04-01,10:15:10,São Paulo,0.875,POSITIVE,0.0,0.875,0.0,0.0,0.0
Suor masculinos saindo dos meus olhos....,"Rio de Janeiro, Brasil",2021-04-01,10:16:09,Rio de Janeiro,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Dormentes registra quarto óbito pelo novo coronavírus e confirma 989 casos,"Petrolina, Brasil",2021-04-01,10:20:56,Petrolina,-0.525,NEGATIVE,1.0,0.285,0.525,0.525,0.0
"Até o último dia 25, eram 122 mortes registradas. Número de pessoas mais jovens com quadros graves da doença tem aumentado. #BetimOnline","Betim, Brasil",2021-04-01,10:54:36,Betim,-0.245,MIXED,1.0,0.3925,0.63,0.42,0.21
Bolsonaro tá certo! Trancar pessoas não funciona!,"Macaé, Brasil",2021-04-01,10:17:54,Macaé,-0.25,MIXED,0.75,0.22,0.0,0.0,0.0
"Um governante sem governabilidade é tudo que os golpistas precisam para seguir com seus planos, sem sujarem as mãos no sangue do povo que está sendo derramado. Este ano, haverá muito rumor de impeachment, para forçar ""a bic"" a assinar decretos genocidas.","Minas Gerais, Brasil",2021-04-01,10:14:52,Minas Gerais,-0.39375,NEGATIVE,0.39375,0.0,0.2625,0.2625,0.2625
Aqui na matéria tem o exemplo perfeito do carro pra quem tem que pegar Uber: peça pro motorista já vir de janelas abertas.,"São Paulo, Brasil",2021-04-01,10:17:20,São Paulo,0.6125,POSITIVE,0.0,0.6125,0.0,0.0,0.0
Qual a necessidade pra tanta mentira ?,"Niterói, Brasil",2021-04-01,10:54:53,Niterói,-0.25,NEGATIVE,0.25,0.0,0.25,0.25,0.25
E a Covid-19 acaba de levar una parte da minha infância.,"Joinville, Brasil",2021-04-01,10:21:19,Joinville,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
meu deus o tio do sítio do pica pau amarelo 😭😭😭😭,"Maceió, Brasil",2021-04-01,10:23:29,Maceió,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.7875
Foi impressão minha ou ontem as manifestações pró-ditadura foram esvaziadas. Parecem que perderam força. Estariam morrendo de covid-19 os apoiadores?,"Rio de Janeiro, Brasil",2021-04-01,10:22:21,Rio de Janeiro,0.685,MIXED,0.315,1.0,0.0,0.0,0.0
Outro querido colega que perdemos! 😢🙏,"São Luís do Maranhão, Brasil",2021-04-01,10:18:51,São Luís do Maranhão,0.59,MIXED,0.25,0.84,0.0,0.0,0.0
Há razões para desconfiar de que a OMS não disse tudo o que sabe sobre a origem do coronavírus na China - PAULO MARQUES NOTÍCIAS,"Três de Maio, Brasil",2021-04-01,10:20:33,Três de Maio,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"olha, não tô sabendo lidar mais com essa doença não, senhor 😫","Rio de Janeiro, Brasil",2021-04-01,10:57:56,Rio de Janeiro,-1.0,NEGATIVE,0.875,0.0,1.0,0.525,0.2625
Que descanse em paz 🙏🏻,"São Paulo, Brasil",2021-04-01,10:59:30,São Paulo,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"A covid-19 infelizmente existe. Porém temos que ter empatia para descobrir que temos duas mãos: uma para passar álcool em gel na outra , e as duas pra colocar a máscara é ajudar o próximo. #bdmg","Belo Horizonte, Brasil",2021-04-01,10:55:59,Belo Horizonte,0.459375,POSITIVE,0.0,0.459375,0.0,0.0,0.0
Meu coração está com buraquinhos agora Vá em paz ♥️,"Rio de Janeiro, Brasil",2021-04-01,11:01:44,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Aruanã proíbe pesca no Rio Araguaia para evitar a Covid-19,"Formosa, Brasil",2021-04-01,10:56:13,Formosa,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
“Você não está sozinho“. “Vai dar tudo certo”. Foram as frases estampadas em placas de ânimo e encorajamento para os que lutam contra a Covid-19 no Hospital Municipal e na UPA Zona Sul da cidade ❤️,"Maringá, Brasil",2021-04-01,10:56:48,Maringá,0.1925,MIXED,0.7,0.5405555555555556,0.8333333333333334,0.7,0.175
"Lembrando que se o falecido tinha todos os sintomas da covid mas por uma falha na coleta da amostra deu negativo no PCR, vai pras estatísticas como SRAG e não como Covid19. Assim como a maioria dos que morrem fora do hospital.","Florianópolis, Brasil",2021-04-01,11:00:09,Florianópolis,-0.33666666666666667,MIXED,0.81,0.5477777777777778,1.0,0.52,0.4166666666666667
Aí as 500 milhões de vacina,"Itaguaí, Brasil",2021-04-01,11:01:06,Itaguaí,0.5,POSITIVE,0.0,0.5,0.0,0.0,0.0
Vcs são cúmplices destas mortes. Lembraremos nas eleições.,"Curitiba, Brasil",2021-04-01,10:57:49,Curitiba,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"Com Covid-19 em alta, França endurece confinamento","Itabuna, Bahia, Brasil",2021-04-01,10:56:21,Itabuna Bahia,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Diretor-presidente da Apami, Augusto Coelho testa positivo para Covid-19","Petrolina, Brasil",2021-04-01,11:01:08,Petrolina,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","São Luís, Brasil",2021-04-01,11:01:03,São Luís,-1.0,MIXED,1.0,0.15,1.0,1.0,0.25
"- Oposição pede ao TCU que investigue pagamentos do Governo Federal para influencers defenderem tratamento comprovadamente ineficazes; - Ministério da Saúde reduz de 47 milhões para 25,5 milhões de doses de vacina para abril; #COVID19","Pelotas, Brasil",2021-04-01,10:57:26,Pelotas,-0.525,NEGATIVE,0.525,0.0,0.0,0.525,0.0
"poxa, o Tio Barbane 😔","Rio de Janeiro, Brasil",2021-04-01,11:00:35,Rio de Janeiro,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.0,0.2625
- Peru entra em lockdown hoje até domingo; - França anuncia 3° lockdown a partir de sábado por 30 dias; - Sérvia abre campanha de vacinação em países vizinhos. #COVID19,"Pelotas, Brasil",2021-04-01,10:57:28,Pelotas,0.459375,POSITIVE,0.0,0.459375,0.0,0.0,0.0
O Instituto anunciou o desenvolvimento da 1a. #vacinabrasileira contra #covid19: a #ButanVac,"São Paulo, Brasil",2021-04-01,11:01:33,São Paulo,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
#covid19 | O determinou que parte das forças de segurança será vacinada antes das pessoas com comorbidades. Veja mais informações sobre a medida:,"Brasília - DF, Brasil",2021-04-01,11:00:02,Brasília,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Vamos dar Graças ao que está fazendo tudo isso acontece.,"Aracaju, Brasil",2021-04-01,10:57:56,Aracaju,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"Março foi o pior mês da pandemia do novo coronavírus no Brasil. O período registrou 66.868 mortes devido à Covid-19, segundo dados do consórcio de veículos de imprensa. #Março #COVID19","São Paulo, Brasil",2021-04-01,10:56:17,São Paulo,-0.7875,NEGATIVE,0.7875,0.285,0.525,0.65625,0.525
- PGR pede suspensão de decreto que proíbe cultos religiosos presenciais em SP; - Defensoria apura 5 mortes por falta de oxigênio em Arraial do Cabo-RJ; - TRF-1 suspende liminar e lockdown no DF é cancelado; #COVID19,"Pelotas, Brasil",2021-04-01,10:57:27,Pelotas,-0.91875,NEGATIVE,0.91875,0.0,0.7875,0.525,0.39375
Que tristeza meu Deus😭😭💔,"Rio de Janeiro, Brasil",2021-04-01,11:00:27,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.65625
Prefeito João Campos apresenta ações do Recife contra a Covid-19 em reunião de líderes da Comunitas,"Recife, Brasil",2021-04-01,10:56:01,Recife,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
- Março foi o pior mês da pandemia com mais de 66 mil mortes; - Brasil tem 19 capitais com mais de 90% de ocupação de leitos de UTI; - Mais de 700 pessoas aguardam por um leito de UTI no RJ; #COVID19,"Pelotas, Brasil",2021-04-01,10:57:26,Pelotas,-0.7875,NEGATIVE,0.2625,0.0,0.2625,0.7875,0.7875
Meu DEUS que pena !,"Recife, Brasil",2021-04-01,11:02:01,Recife,0.9,POSITIVE,0.0,0.9,0.0,0.0,0.0
"Que tristeza, se foram os dois Chicos 😔","Brasília, Brasil",2021-04-01,11:11:09,Brasília,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.0,0.2625
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular,"Goiânia, Goiás, Brasil",2021-04-01,11:05:02,Goiânia Goiás,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Mais razões para usar a razão na prática médica, não o pensamento mágico!","Rio Grande do Sul, Brasil",2021-04-01,11:09:50,Rio Grande do Sul,0.6770833333333334,POSITIVE,0.0,0.6770833333333334,0.0,0.0,0.0
13 Estados e Brasília têm toque de recolher; saiba o que abre no feriadão,"Belo Horizonte, Brasil",2021-04-01,11:10:29,Belo Horizonte,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
eu tava falando dele esses dias 😪☹️,"Palmas, Brasil",2021-04-01,11:04:58,Palmas,-0.0875,NEUTRAL,0.6125,0.285,0.0,0.0,0.0
Idosos com 66 anos ou mais podem ser vacinados contra Covid-19 em Cascavel,"Cascavel, PR, Brasil",2021-04-01,11:03:13,Cascavel,-0.7875,NEGATIVE,0.65625,0.0,0.7875,0.65625,0.2625
"Em pior mês da pandemia, Brasil registra quase 4 mil mortes por COVID-19","Pelotas, Brasil",2021-04-01,11:05:34,Pelotas,-1.0,NEGATIVE,0.7875,0.0,0.525,0.65625,0.525
"O próprio #AgripinoDay confessa que o lockdown não funciona. O fato de São ter batido recorde de novos casos de COVID e de mortes é uma prova de que lockdown, na verdade, é uma estratégia assassina. #DoriaDay","Brasília, Brasil",2021-04-01,11:02:51,Brasília,-0.91875,NEGATIVE,0.853125,0.0,1.0,0.91875,0.525
ainda tô sem acreditar.. minha infância todinha eram os dois,"Rio de Janeiro, Brasil",2021-04-01,11:05:29,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Olha só , mais uma pra sua conta de genocida. #BolsonaroDay","Santo André, Brasil",2021-04-01,11:07:55,Santo André,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Segunda Páscoa da Covid-19 quebra turismo no RS,"Goiânia, Goiás, Brasil",2021-04-01,11:05:07,Goiânia Goiás,-0.525,NEGATIVE,0.525,0.0,0.525,0.525,0.525
